[[1077   94]] , [[1076   95]]
[[712 490]] , [[712 494]]
[[234 457]] , [[234 461]]
[[113 486]] , [[113 491]]
[[129 461]] , [[128 462]]
[[366 455]] , [[366 459]]
[[640 490]] , [[640 494]]
[[780 489]] , [[779 490]]
[[ 89 479]] , [[ 89 483]]
[[278 553]] , [[276 555]]
[[791 488]] , [[791 492]]
[[791 488]] , [[791 492]]
[[767 121]] , [[767 125]]
[[132 358]] , [[132 362]]
[[109 461]] , [[109 465]]
[[754 486]] , [[754 487]]
[[124 461]] , [[124 465]]
[[783 489]] , [[783 493]]
[[152 459]] , [[151 460]]
[[639 490]] , [[639 494]]
[[425 553]] , [[425 557]]
[[449 556]] , [[449 560]]
[[469 493]] , [[469 497]]
[[609 493]] , [[609 497]]
[[339 492]] , [[339 496]]
[[669 489]] , [[668 490]]
[[127 487]] , [[127 491]]
[[185 489]] , [[185 493]]
[[ 91 359]] , [[ 91 363]]
[[663 490]] , [[661 492]]
[[756 490]] , [[756 494]]
[[748 491]] , [[747 492]]
[[102 463]] , [[102 467]]
[[332 553]] , [[332 557]]
[[748 491]] , [[747 492]]
[[102 463]] , [[102 467]]
[[194 459]] , [[192 461]]
[[ 81 471]] , [[ 81 477]]
[[702 358]] , [[702 362]]
[[342 360]] , [[342 364]]
[[627 122]] , [[627 126]]
[[1065  114]] , [[1062  117]]
[[129 361]] , [[129 365]]
[[1030  122]] , [[1030  126]]
[[333 360]] , [[333 364]]
[[940 121]] , [[939 122]]
[[155 360]] , [[155 364]]
[[955 120]] , [[954 121]]
[[163 464]] , [[163 468]]
[[309 493]] , [[309 497]]
[[100 488]] , [[100 492]]
[[332 553]] , [[331 554]]
[[357 494]] , [[357 498]]
[[463 556]] , [[463 560]]
[[432 496]] , [[432 500]]
[[679 556]] , [[679 560]]
[[142 492]] , [[142 496]]
[[689 490]] , [[689 494]]
[[802 490]] , [[802 494]]
[[689 490]] , [[689 494]]
[[118 461]] , [[118 462]]
[[498 496]] , [[498 500]]
[[131 361]] , [[131 365]]
[[498 496]] , [[498 500]]
[[344 457]] , [[344 461]]
[[361 494]] , [[361 498]]
[[159 492]] , [[159 496]]
[[140 492]] , [[140 496]]
[[140 492]] , [[140 496]]
[[207 491]] , [[207 495]]
[[368 457]] , [[368 461]]
[[  0 312]] , [[  0 318]]
[[471 457]] , [[471 461]]
[[131 361]] , [[131 365]]
[[667 121]] , [[667 125]]
[[667 121]] , [[667 125]]
[[871 121]] , [[871 125]]
[[ 99 488]] , [[ 99 492]]
[[702 122]] , [[702 126]]
[[241 491]] , [[241 495]]
[[ 18 362]] , [[ 18 366]]
[[ 18 362]] , [[ 18 366]]
[[ 96 463]] , [[ 95 464]]
[[176 461]] , [[175 462]]
[[143 360]] , [[141 362]]
[[852 124]] , [[852 128]]
[[385 462]] , [[385 466]]
[[ 80 364]] , [[ 80 368]]
[[755 494]] , [[755 498]]
[[178 463]] , [[177 464]]
[[693 496]] , [[693 500]]
[[120 364]] , [[120 368]]
[[223 577]] , [[223 579]]
[[320 498]] , [[320 502]]
[[188 578]] , [[188 582]]
[[694 495]] , [[693 496]]
[[320 498]] , [[320 502]]
[[256 559]] , [[254 561]]
[[188 577]] , [[188 582]]
[[240 559]] , [[239 560]]
[[143 362]] , [[143 366]]
[[173 361]] , [[173 365]]
[[983 121]] , [[983 125]]
[[880 118]] , [[880 122]]
[[180 484]] , [[180 488]]
[[914 112]] , [[914 116]]
[[360 539]] , [[360 543]]
[[502 560]] , [[502 564]]
[[566 603]] , [[565 604]]
[[788 545]] , [[788 551]]
[[782 625]] , [[782 629]]
[[566 562]] , [[566 566]]
[[237 479]] , [[237 483]]
[[641 481]] , [[641 485]]
[[574 484]] , [[574 488]]
[[ 81 351]] , [[ 81 355]]
[[ 79 458]] , [[ 79 463]]
[[129 454]] , [[129 458]]
[[1038  112]] , [[1038  116]]
[[ 89 350]] , [[ 89 354]]
[[734 111]] , [[733 112]]
[[951 112]] , [[951 116]]
[[176 449]] , [[175 450]]
[[191 477]] , [[191 479]]
[[692 482]] , [[692 486]]
[[783 477]] , [[783 481]]
[[180 350]] , [[180 354]]
[[147 454]] , [[147 458]]
[[1066  101]] , [[1063  104]]
[[ 89 470]] , [[ 89 475]]
[[104 453]] , [[104 457]]
[[431 484]] , [[431 488]]
[[104 453]] , [[104 457]]
[[814 482]] , [[814 486]]
[[807 114]] , [[807 118]]
[[110 451]] , [[109 452]]
[[745 480]] , [[745 484]]
[[143 477]] , [[143 481]]
[[379 447]] , [[379 451]]
[[383 479]] , [[383 483]]
[[413 483]] , [[413 487]]
[[191 477]] , [[191 479]]
[[ 56 351]] , [[ 55 352]]
[[ 66 350]] , [[ 66 354]]
[[ 97 477]] , [[ 97 481]]
[[778 480]] , [[777 481]]
[[ 66 350]] , [[ 66 354]]
[[1060  108]] , [[1060  111]]
[[815 343]] , [[815 347]]
[[205 352]] , [[205 356]]
[[807 481]] , [[807 485]]
[[682 112]] , [[682 116]]
[[159 349]] , [[159 353]]
[[629 347]] , [[629 351]]
[[164 451]] , [[164 453]]
[[968 112]] , [[968 116]]
[[834 115]] , [[833 116]]
[[1070  101]] , [[1066  105]]
[[879 116]] , [[877 118]]
[[611 116]] , [[611 120]]
[[ 76 355]] , [[ 75 356]]
[[676 111]] , [[676 115]]
[[895 117]] , [[895 121]]
[[860 116]] , [[860 120]]
[[ 82 457]] , [[ 81 458]]
[[845 116]] , [[845 120]]
[[871 117]] , [[871 121]]
[[1062  111]] , [[1062  113]]
[[268 451]] , [[268 455]]
[[893 117]] , [[893 121]]
[[845 116]] , [[845 120]]
[[1076   95]] , [[1075   96]]
[[1066  107]] , [[1064  109]]
[[841 117]] , [[841 121]]
[[ 15 355]] , [[ 15 359]]
[[732 122]] , [[732 126]]
[[958 127]] , [[956 129]]
[[863 124]] , [[863 128]]
[[788 122]] , [[788 126]]
[[779 119]] , [[779 123]]
[[941 120]] , [[941 124]]
[[1045  121]] , [[1045  125]]
[[1040  120]] , [[1040  124]]
[[957 120]] , [[957 124]]
[[102 459]] , [[101 460]]
[[102 459]] , [[101 460]]
[[181 488]] , [[181 492]]
[[835 308]] , [[835 312]]
[[1057  118]] , [[1056  119]]
[[190 457]] , [[188 459]]
[[929 120]] , [[929 124]]
[[1074  103]] , [[1073  104]]
[[1073  104]] , [[1073  107]]
[[1072  101]] , [[1071  102]]
[[960 121]] , [[959 122]]
[[962 121]] , [[961 122]]
[[1066  113]] , [[1061  118]]
[[639 120]] , [[639 124]]
[[651 120]] , [[651 124]]
[[513 541]] , [[512 542]]
[[993 122]] , [[993 126]]
[[816 121]] , [[815 122]]
[[110 359]] , [[109 360]]
[[ 74 360]] , [[ 74 364]]
[[289 493]] , [[289 497]]
[[ 65 360]] , [[ 65 364]]
[[165 561]] , [[165 565]]
[[779 489]] , [[779 493]]
[[768 489]] , [[768 493]]
[[555 574]] , [[555 578]]
[[249 490]] , [[249 494]]
[[537 574]] , [[537 578]]
[[451 575]] , [[451 579]]
[[537 574]] , [[537 578]]
[[508 576]] , [[508 580]]
[[700 635]] , [[699 636]]
[[580 640]] , [[580 644]]
[[488 647]] , [[487 648]]
[[606 619]] , [[605 620]]
[[652 574]] , [[652 578]]
[[488 647]] , [[487 648]]
[[608 576]] , [[608 580]]
[[829 641]] , [[829 645]]
[[214 613]] , [[213 614]]
[[167 565]] , [[167 569]]
[[994 122]] , [[994 126]]
[[860 124]] , [[860 128]]
[[769 491]] , [[768 492]]
[[ 76 465]] , [[ 75 466]]
[[830 126]] , [[830 130]]
[[1060  122]] , [[1060  125]]
[[668 490]] , [[668 494]]
[[184 455]] , [[183 456]]
[[978 116]] , [[978 120]]
[[892 116]] , [[892 120]]
[[177 483]] , [[177 487]]
[[121 353]] , [[121 357]]
[[647 576]] , [[647 580]]
[[576 580]] , [[576 584]]
[[769 491]] , [[769 495]]
[[173 575]] , [[173 579]]
[[ 30 360]] , [[ 30 364]]
[[973 119]] , [[973 123]]
[[188 455]] , [[186 457]]
[[ 79 356]] , [[ 79 360]]
[[814 605]] , [[813 606]]
[[247 841]] , [[248 840]]
[[1074  826]] , [[1074  830]]
[[236 488]] , [[236 492]]
[[804 600]] , [[805 599]]
[[220 613]] , [[220 617]]
[[510 451]] , [[509 452]]
[[190 455]] , [[188 457]]
[[374 354]] , [[374 358]]
[[150 457]] , [[150 461]]
[[ 79 465]] , [[ 79 471]]
[[214 351]] , [[214 355]]
[[190 455]] , [[188 457]]
[[  0 351]] , [[  0 355]]
[[ 54 356]] , [[ 54 360]]
[[816 354]] , [[816 358]]
[[941 118]] , [[941 122]]
[[878 354]] , [[878 358]]
[[182 356]] , [[182 360]]
[[380 453]] , [[380 458]]
[[115 459]] , [[115 463]]
[[390 488]] , [[390 492]]
[[685 486]] , [[685 490]]
[[837 466]] , [[837 472]]
[[462 488]] , [[462 489]]
[[382 354]] , [[382 358]]
[[ 38 308]] , [[ 38 312]]
[[ 94 303]] , [[ 94 308]]
[[633 489]] , [[632 490]]
[[380 549]] , [[380 553]]
[[439 489]] , [[438 490]]
[[316 489]] , [[316 493]]
[[451 572]] , [[450 573]]
[[519 489]] , [[518 490]]
[[142 488]] , [[142 492]]
[[303 491]] , [[303 495]]
[[124 461]] , [[124 462]]
[[205 490]] , [[205 494]]
[[751 460]] , [[751 464]]
[[175 571]] , [[175 575]]
[[624 490]] , [[624 494]]
[[332 551]] , [[331 552]]
[[335 492]] , [[335 496]]
[[347 491]] , [[347 495]]
[[347 491]] , [[347 495]]
[[543 551]] , [[543 555]]
[[687 554]] , [[687 558]]
[[303 491]] , [[303 495]]
[[919 614]] , [[918 615]]
[[564 574]] , [[564 578]]
[[756 629]] , [[755 630]]
[[756 629]] , [[755 630]]
[[703 636]] , [[703 640]]
[[913 619]] , [[911 621]]
[[717 574]] , [[717 578]]
[[493 490]] , [[492 491]]
[[540 574]] , [[540 578]]
[[235 571]] , [[235 575]]
[[356 663]] , [[355 664]]
[[567 571]] , [[564 574]]
[[680 649]] , [[679 650]]
[[415 574]] , [[414 575]]
[[534 658]] , [[533 659]]
[[920 611]] , [[919 612]]
[[449 571]] , [[449 573]]
[[756 629]] , [[755 630]]
[[485 727]] , [[486 726]]
[[720 574]] , [[720 578]]
[[520 653]] , [[519 654]]
[[534 655]] , [[533 656]]
[[586 649]] , [[583 652]]
[[789 657]] , [[789 662]]
[[394 655]] , [[394 659]]
[[406 653]] , [[406 657]]
[[532 653]] , [[531 654]]
[[502 653]] , [[501 654]]
[[787 657]] , [[787 661]]
[[541 575]] , [[541 579]]
[[129 677]] , [[129 681]]
[[507 652]] , [[507 658]]
[[586 649]] , [[585 650]]
[[365 668]] , [[365 672]]
[[851 653]] , [[850 654]]
[[829 665]] , [[827 667]]
[[511 683]] , [[509 685]]
[[507 651]] , [[506 652]]
[[755 633]] , [[755 637]]
[[641 661]] , [[642 660]]
[[454 663]] , [[454 667]]
[[512 498]] , [[512 502]]
[[543 493]] , [[543 498]]
[[201 575]] , [[201 579]]
[[503 578]] , [[503 582]]
[[210 555]] , [[208 557]]
[[607 575]] , [[606 576]]
[[401 573]] , [[401 574]]
[[427 573]] , [[426 574]]
[[777 635]] , [[777 639]]
[[592 576]] , [[592 580]]
[[620 619]] , [[619 620]]
[[373 575]] , [[373 579]]
[[476 576]] , [[476 580]]
[[579 575]] , [[579 579]]
[[541 641]] , [[541 646]]
[[806 651]] , [[804 653]]
[[607 573]] , [[605 575]]
[[638 574]] , [[636 576]]
[[539 576]] , [[539 580]]
[[813 643]] , [[813 647]]
[[533 631]] , [[533 641]]
[[504 631]] , [[503 632]]
[[521 649]] , [[522 648]]
[[752 631]] , [[752 635]]
[[886 639]] , [[883 642]]
[[165 562]] , [[165 567]]
[[405 551]] , [[405 555]]
[[378 551]] , [[378 555]]
[[764 556]] , [[764 560]]
[[702 631]] , [[700 633]]
[[629 637]] , [[629 641]]
[[573 573]] , [[573 575]]
[[532 599]] , [[529 602]]
[[575 573]] , [[575 575]]
[[366 551]] , [[366 555]]
[[762 556]] , [[762 560]]
[[573 573]] , [[573 575]]
[[573 624]] , [[573 633]]
[[540 623]] , [[539 624]]
[[920 613]] , [[916 617]]
[[834 870]] , [[834 879]]
[[794 888]] , [[794 897]]
[[615 934]] , [[615 942]]
[[798 925]] , [[798 929]]
[[829 893]] , [[829 914]]
[[ 508 1194]] , [[ 509 1193]]
[[215 899]] , [[214 900]]
[[ 385 1340]] , [[ 386 1339]]
[[611 953]] , [[611 957]]
[[676 918]] , [[676 920]]
[[185 943]] , [[185 951]]
[[202 928]] , [[202 932]]
[[196 887]] , [[196 892]]
[[272 839]] , [[272 843]]
[[557 802]] , [[557 806]]
[[379 797]] , [[379 801]]
[[492 758]] , [[492 767]]
[[486 742]] , [[486 746]]
[[726 733]] , [[725 734]]
[[556 749]] , [[556 753]]
[[477 749]] , [[477 753]]
[[287 766]] , [[287 770]]
[[688 741]] , [[688 745]]
[[498 734]] , [[498 738]]
[[554 704]] , [[554 713]]
[[673 769]] , [[672 770]]
[[445 750]] , [[445 754]]
[[485 748]] , [[485 753]]
[[534 741]] , [[534 745]]
[[382 742]] , [[382 746]]
[[534 734]] , [[534 738]]
[[526 758]] , [[526 762]]
[[741 634]] , [[741 638]]
[[620 670]] , [[620 677]]
[[189 555]] , [[189 559]]
[[594 717]] , [[594 721]]
[[511 717]] , [[509 719]]
[[525 773]] , [[525 782]]
[[537 778]] , [[537 785]]
[[413 758]] , [[413 762]]
[[517 762]] , [[517 765]]
[[406 769]] , [[406 776]]
[[389 767]] , [[389 771]]
[[558 765]] , [[557 766]]
[[430 736]] , [[430 740]]
[[674 770]] , [[674 779]]
[[391 733]] , [[391 737]]
[[446 726]] , [[446 737]]
[[766 730]] , [[766 737]]
[[429 726]] , [[429 731]]
[[774 701]] , [[774 705]]
[[709 688]] , [[709 696]]
[[380 702]] , [[380 706]]
[[716 754]] , [[716 759]]
[[671 729]] , [[670 730]]
[[588 732]] , [[587 733]]
[[525 762]] , [[525 766]]
[[716 754]] , [[716 759]]
[[732 733]] , [[732 737]]
[[598 736]] , [[597 737]]
[[588 732]] , [[588 737]]
[[630 774]] , [[630 783]]
[[461 727]] , [[461 734]]
[[770 740]] , [[770 745]]
[[512 730]] , [[512 735]]
[[525 762]] , [[525 765]]
[[588 704]] , [[588 713]]
[[666 730]] , [[666 737]]
[[512 730]] , [[512 735]]
[[574 760]] , [[574 767]]
[[581 758]] , [[581 763]]
[[770 738]] , [[770 745]]
[[492 773]] , [[491 774]]
[[431 779]] , [[431 783]]
[[668 742]] , [[668 747]]
[[760 752]] , [[760 757]]
[[597 733]] , [[596 734]]
[[559 765]] , [[558 766]]
[[636 765]] , [[636 769]]
[[544 760]] , [[544 761]]
[[563 757]] , [[563 761]]
[[687 769]] , [[685 771]]
[[672 754]] , [[673 753]]
[[550 780]] , [[550 793]]
[[462 782]] , [[462 786]]
[[370 795]] , [[370 796]]
[[601 802]] , [[601 806]]
[[368 795]] , [[368 799]]
[[360 789]] , [[360 793]]
[[503 790]] , [[503 794]]
[[658 790]] , [[658 794]]
[[736 788]] , [[736 795]]
[[404 781]] , [[404 785]]
[[524 765]] , [[523 766]]
[[419 769]] , [[419 773]]
[[529 750]] , [[529 754]]
[[740 736]] , [[740 743]]
[[702 748]] , [[700 750]]
[[439 765]] , [[439 769]]
[[756 748]] , [[756 753]]
[[712 754]] , [[712 755]]
[[552 762]] , [[552 767]]
[[365 767]] , [[365 771]]
[[461 758]] , [[461 762]]
[[414 750]] , [[414 754]]
[[454 766]] , [[453 767]]
[[396 765]] , [[396 769]]
[[421 757]] , [[421 761]]
[[429 750]] , [[429 754]]
[[535 762]] , [[535 767]]
[[478 772]] , [[478 781]]
[[477 753]] , [[477 754]]
[[580 747]] , [[579 748]]
[[535 762]] , [[535 767]]
[[379 765]] , [[379 769]]
[[327 793]] , [[327 796]]
[[576 755]] , [[576 759]]
[[718 758]] , [[718 765]]
[[468 751]] , [[468 755]]
[[534 792]] , [[534 796]]
[[414 757]] , [[414 761]]
[[531 751]] , [[531 755]]
[[652 762]] , [[652 767]]
[[654 772]] , [[654 776]]
[[654 764]] , [[654 769]]
[[397 763]] , [[397 767]]
[[653 772]] , [[653 776]]
[[443 796]] , [[443 801]]
[[335 769]] , [[335 772]]
[[349 769]] , [[349 773]]
[[342 769]] , [[342 773]]
[[368 782]] , [[368 786]]
[[487 749]] , [[485 751]]
[[651 749]] , [[650 750]]
[[651 749]] , [[650 750]]
[[574 748]] , [[574 753]]
[[643 749]] , [[642 750]]
[[328 782]] , [[327 783]]
[[628 768]] , [[628 773]]
[[658 775]] , [[658 779]]
[[711 740]] , [[711 745]]
[[492 780]] , [[492 785]]
[[642 752]] , [[642 756]]
[[694 772]] , [[694 777]]
[[355 770]] , [[355 774]]
[[741 783]] , [[740 784]]
[[398 767]] , [[398 772]]
[[720 784]] , [[719 785]]
[[670 784]] , [[670 791]]
[[380 781]] , [[380 785]]
[[589 775]] , [[588 776]]
[[589 775]] , [[588 776]]
[[365 797]] , [[365 801]]
[[350 789]] , [[350 793]]
[[524 794]] , [[524 799]]
[[485 783]] , [[485 787]]
[[524 794]] , [[524 799]]
[[430 776]] , [[430 785]]
[[524 794]] , [[524 799]]
[[482 794]] , [[482 798]]
[[549 784]] , [[549 793]]
[[384 783]] , [[384 787]]
[[457 798]] , [[457 802]]
[[666 784]] , [[666 789]]
[[666 732]] , [[666 737]]
[[662 797]] , [[662 801]]
[[145 679]] , [[145 683]]
[[528 796]] , [[528 805]]
[[414 750]] , [[414 754]]
[[430 798]] , [[430 802]]
[[538 796]] , [[538 799]]
[[432 748]] , [[432 753]]
[[337 734]] , [[337 738]]
[[668 784]] , [[668 789]]
[[480 797]] , [[480 801]]
[[411 764]] , [[411 766]]
[[382 769]] , [[382 771]]
[[405 764]] , [[405 766]]
[[368 738]] , [[368 742]]
[[542 750]] , [[542 755]]
[[436 766]] , [[436 770]]
[[398 788]] , [[398 792]]
[[420 752]] , [[420 756]]
[[733 725]] , [[733 729]]
[[790 700]] , [[790 705]]
[[576 750]] , [[576 751]]
[[432 734]] , [[432 738]]
[[574 761]] , [[574 765]]
[[345 733]] , [[345 737]]
[[359 775]] , [[359 778]]
[[556 759]] , [[556 763]]
[[672 796]] , [[672 801]]
[[678 766]] , [[678 770]]
[[485 762]] , [[485 769]]
[[478 762]] , [[477 763]]
[[739 720]] , [[739 727]]
[[718 735]] , [[718 739]]
[[472 734]] , [[472 735]]
[[801 704]] , [[801 708]]
[[734 736]] , [[734 745]]
[[576 730]] , [[576 735]]
[[369 735]] , [[368 736]]
[[369 735]] , [[368 736]]
[[453 746]] , [[453 751]]
[[414 732]] , [[414 737]]
[[694 700]] , [[693 701]]
[[482 654]] , [[482 659]]
[[663 693]] , [[662 694]]
[[654 672]] , [[654 676]]
[[703 639]] , [[702 640]]
[[321 578]] , [[321 582]]
[[546 579]] , [[546 583]]
[[670 576]] , [[668 578]]
[[312 579]] , [[312 583]]
[[822 662]] , [[822 667]]
[[526 577]] , [[526 581]]
[[206 557]] , [[206 561]]
[[482 577]] , [[482 581]]
[[201 574]] , [[201 578]]
[[672 686]] , [[672 687]]
[[586 700]] , [[586 705]]
[[674 685]] , [[674 689]]
[[686 701]] , [[686 705]]
[[685 695]] , [[685 699]]
[[638 662]] , [[638 667]]
[[320 712]] , [[320 716]]
[[460 666]] , [[460 671]]
[[560 756]] , [[559 757]]
[[584 700]] , [[584 705]]
[[630 732]] , [[630 737]]
[[609 701]] , [[608 702]]
[[596 736]] , [[596 745]]
[[674 732]] , [[674 733]]
[[428 666]] , [[428 671]]
[[711 633]] , [[710 634]]
[[828 652]] , [[828 653]]
[[700 701]] , [[700 705]]
[[828 652]] , [[828 653]]
[[604 652]] , [[602 654]]
[[650 663]] , [[649 664]]
[[693 663]] , [[693 670]]
[[828 652]] , [[828 656]]
[[693 663]] , [[693 670]]
[[322 722]] , [[322 726]]
[[562 624]] , [[562 628]]
[[437 553]] , [[437 557]]
[[616 556]] , [[616 560]]
[[561 669]] , [[560 670]]
[[822 655]] , [[822 664]]
[[864 662]] , [[864 663]]
[[593 492]] , [[593 496]]
[[309 575]] , [[309 579]]
[[703 573]] , [[703 577]]
[[357 575]] , [[354 578]]
[[568 629]] , [[568 633]]
[[605 750]] , [[605 754]]
[[685 736]] , [[685 745]]
[[598 764]] , [[598 769]]
[[670 717]] , [[669 718]]
[[642 759]] , [[642 763]]
[[739 631]] , [[739 635]]
[[581 636]] , [[581 641]]
[[574 747]] , [[574 751]]
[[524 750]] , [[524 754]]
[[674 781]] , [[674 785]]
[[629 765]] , [[629 769]]
[[636 765]] , [[636 769]]
[[573 734]] , [[573 738]]
[[494 734]] , [[494 735]]
[[662 758]] , [[662 762]]
[[622 701]] , [[622 705]]
[[462 757]] , [[462 761]]
[[557 732]] , [[557 736]]
[[639 752]] , [[639 756]]
[[606 701]] , [[606 705]]
[[542 749]] , [[542 753]]
[[620 700]] , [[620 705]]
[[526 732]] , [[526 733]]
[[622 733]] , [[622 737]]
[[662 735]] , [[662 739]]
[[605 715]] , [[605 716]]
[[377 763]] , [[377 764]]
[[659 750]] , [[659 756]]
[[383 761]] , [[383 765]]
[[575 733]] , [[575 737]]
[[526 751]] , [[526 756]]
[[566 699]] , [[566 703]]
[[528 726]] , [[528 727]]
[[408 726]] , [[408 730]]
[[527 729]] , [[526 730]]
[[415 566]] , [[415 570]]
[[398 724]] , [[398 729]]
[[462 730]] , [[462 734]]
[[624 718]] , [[624 727]]
[[650 740]] , [[650 746]]
[[526 724]] , [[526 731]]
[[638 750]] , [[638 755]]
[[481 750]] , [[481 754]]
[[398 730]] , [[398 735]]
[[445 742]] , [[445 746]]
[[551 751]] , [[549 753]]
[[557 759]] , [[557 763]]
[[389 765]] , [[389 769]]
[[646 740]] , [[646 744]]
[[661 748]] , [[661 752]]
[[661 759]] , [[661 765]]
[[662 689]] , [[662 695]]
[[655 741]] , [[654 742]]
[[731 733]] , [[731 737]]
[[476 756]] , [[476 761]]
[[630 698]] , [[629 699]]
[[597 693]] , [[597 697]]
[[677 748]] , [[677 753]]
[[648 692]] , [[648 696]]
[[590 688]] , [[590 697]]
