[[1077   96]] , [[1077  100]]
[[176 572]] , [[176 576]]
[[368 551]] , [[368 555]]
[[763 635]] , [[763 639]]
[[458 492]] , [[458 496]]
[[603 491]] , [[603 495]]
[[220 553]] , [[218 555]]
[[440 551]] , [[440 555]]
[[575 454]] , [[574 455]]
[[189 361]] , [[189 365]]
[[159 489]] , [[159 493]]
[[284 494]] , [[284 498]]
[[380 457]] , [[380 461]]
[[ 98 486]] , [[ 98 490]]
[[553 491]] , [[553 495]]
[[ 79 466]] , [[ 79 471]]
[[338 554]] , [[338 558]]
[[179 490]] , [[179 494]]
[[503 494]] , [[503 498]]
[[311 573]] , [[311 574]]
[[438 493]] , [[437 494]]
[[373 493]] , [[373 497]]
[[349 492]] , [[349 496]]
[[292 551]] , [[290 553]]
[[176 459]] , [[174 461]]
[[127 489]] , [[127 493]]
[[187 489]] , [[187 493]]
[[792 490]] , [[792 494]]
[[187 489]] , [[187 493]]
[[ 81 470]] , [[ 81 475]]
[[319 553]] , [[319 557]]
[[710 488]] , [[710 492]]
[[651 490]] , [[651 494]]
[[710 488]] , [[710 492]]
[[832 487]] , [[831 488]]
[[346 455]] , [[346 459]]
[[474 453]] , [[474 457]]
[[651 490]] , [[651 494]]
[[117 489]] , [[117 493]]
[[198 360]] , [[198 364]]
[[183 487]] , [[183 491]]
[[105 487]] , [[105 491]]
[[198 360]] , [[198 364]]
[[203 489]] , [[203 493]]
[[460 492]] , [[460 496]]
[[460 492]] , [[460 496]]
[[365 492]] , [[365 496]]
[[254 490]] , [[254 494]]
[[104 486]] , [[104 490]]
[[687 460]] , [[687 464]]
[[269 489]] , [[269 493]]
[[734 489]] , [[733 490]]
[[734 489]] , [[733 490]]
[[143 487]] , [[143 488]]
[[350 492]] , [[350 496]]
[[562 492]] , [[562 496]]
[[356 551]] , [[356 555]]
[[462 492]] , [[462 496]]
[[750 488]] , [[749 489]]
[[783 488]] , [[783 492]]
[[269 489]] , [[269 493]]
[[173 459]] , [[173 463]]
[[269 489]] , [[269 493]]
[[269 489]] , [[269 493]]
[[269 489]] , [[269 493]]
[[751 488]] , [[750 489]]
[[269 489]] , [[269 493]]
[[128 462]] , [[128 466]]
[[269 489]] , [[269 493]]
[[157 459]] , [[157 463]]
[[114 461]] , [[114 465]]
[[571 491]] , [[571 495]]
[[790 488]] , [[790 492]]
[[541 492]] , [[541 496]]
[[102 486]] , [[102 490]]
[[100 486]] , [[100 490]]
[[ 79 358]] , [[ 77 360]]
[[968 122]] , [[968 126]]
[[968 122]] , [[968 126]]
[[615 120]] , [[615 124]]
[[164 459]] , [[164 463]]
[[975 120]] , [[975 124]]
[[915 120]] , [[913 122]]
[[613 120]] , [[613 124]]
[[143 358]] , [[142 359]]
[[188 459]] , [[186 461]]
[[ 14 126]] , [[ 14 130]]
[[718 355]] , [[717 356]]
[[1061  115]] , [[1061  116]]
[[883 121]] , [[883 125]]
[[981 122]] , [[981 126]]
[[ 75 360]] , [[ 75 364]]
[[310 457]] , [[310 461]]
[[ 87 360]] , [[ 87 364]]
[[1067  111]] , [[1067  112]]
[[119 357]] , [[119 359]]
[[794 121]] , [[793 122]]
[[176 360]] , [[176 364]]
[[ 69 307]] , [[ 69 311]]
[[244 457]] , [[244 461]]
[[158 360]] , [[158 364]]
[[175 464]] , [[175 468]]
[[684 122]] , [[684 126]]
[[881 121]] , [[881 125]]
[[856 122]] , [[856 126]]
[[752 122]] , [[752 126]]
[[764 122]] , [[764 126]]
[[881 121]] , [[881 125]]
[[667 121]] , [[667 125]]
[[923 125]] , [[923 129]]
[[909 126]] , [[909 130]]
[[887 125]] , [[887 129]]
[[112 364]] , [[112 368]]
[[ 93 364]] , [[ 93 368]]
[[903 109]] , [[903 113]]
[[186 443]] , [[184 445]]
[[528 437]] , [[528 441]]
[[993 104]] , [[992 105]]
[[318 480]] , [[318 484]]
[[143 475]] , [[143 479]]
[[1075   86]] , [[1075   90]]
[[1075   85]] , [[1075   86]]
[[724 111]] , [[723 112]]
[[1046  112]] , [[1045  113]]
[[950 112]] , [[950 116]]
[[970 112]] , [[970 116]]
[[803 120]] , [[803 124]]
[[1005  120]] , [[1003  122]]
[[939 121]] , [[939 125]]
[[133 358]] , [[133 362]]
[[836 460]] , [[836 464]]
[[801 486]] , [[801 490]]
[[295 492]] , [[295 496]]
[[190 457]] , [[189 458]]
[[1011  120]] , [[1010  121]]
[[292 492]] , [[292 496]]
[[ 82 459]] , [[ 81 460]]
[[687 490]] , [[687 494]]
[[109 461]] , [[109 465]]
[[878 123]] , [[877 124]]
[[817 349]] , [[817 350]]
[[819 349]] , [[819 353]]
[[588 115]] , [[588 120]]
[[821 483]] , [[821 487]]
[[263 488]] , [[263 492]]
[[649 116]] , [[649 120]]
[[990 116]] , [[990 120]]
[[ 41 303]] , [[ 41 307]]
[[1065  107]] , [[1065  108]]
[[ 25 356]] , [[ 25 360]]
[[353 354]] , [[353 358]]
[[870 116]] , [[868 118]]
[[390 354]] , [[390 358]]
[[753 351]] , [[753 355]]
[[462 453]] , [[462 457]]
[[193 357]] , [[193 361]]
[[216 358]] , [[216 362]]
[[238 486]] , [[238 490]]
[[214 358]] , [[214 362]]
[[845 119]] , [[845 123]]
[[ 84 358]] , [[ 84 362]]
[[718 120]] , [[718 124]]
[[327 358]] , [[327 362]]
[[993 120]] , [[992 121]]
[[138 462]] , [[138 466]]
[[  0 358]] , [[  0 362]]
[[106 358]] , [[106 362]]
[[106 358]] , [[106 362]]
[[117 357]] , [[116 358]]
[[ 37 359]] , [[ 37 363]]
[[184 457]] , [[182 459]]
[[801 485]] , [[800 486]]
[[ 83 358]] , [[ 82 359]]
[[390 490]] , [[388 492]]
[[832 485]] , [[829 488]]
[[631 489]] , [[630 490]]
[[159 485]] , [[159 489]]
[[632 488]] , [[632 492]]
[[632 488]] , [[632 492]]
[[663 485]] , [[663 486]]
[[445 453]] , [[445 457]]
[[191 485]] , [[188 488]]
[[ 79 466]] , [[ 79 471]]
[[379 491]] , [[379 495]]
[[ 99 485]] , [[ 99 489]]
[[466 490]] , [[466 494]]
[[113 485]] , [[113 489]]
[[379 491]] , [[379 495]]
[[796 486]] , [[794 488]]
[[ 87 474]] , [[ 87 479]]
[[543 488]] , [[543 492]]
[[561 571]] , [[561 574]]
[[157 485]] , [[157 489]]
[[377 491]] , [[377 495]]
[[288 551]] , [[288 552]]
[[420 490]] , [[420 494]]
[[548 549]] , [[547 550]]
[[390 491]] , [[390 495]]
[[621 489]] , [[620 490]]
[[379 491]] , [[379 495]]
[[404 490]] , [[404 494]]
[[288 551]] , [[286 553]]
[[240 488]] , [[240 492]]
[[463 574]] , [[462 575]]
[[558 550]] , [[558 554]]
[[495 549]] , [[495 553]]
[[654 490]] , [[654 494]]
[[458 492]] , [[458 496]]
[[304 551]] , [[302 553]]
[[639 621]] , [[639 625]]
[[371 491]] , [[371 495]]
[[493 491]] , [[493 495]]
[[495 493]] , [[495 497]]
[[349 553]] , [[349 557]]
[[546 451]] , [[546 455]]
[[720 358]] , [[720 362]]
[[114 463]] , [[113 464]]
[[735 489]] , [[735 493]]
[[266 457]] , [[266 461]]
[[110 461]] , [[110 465]]
[[127 485]] , [[127 487]]
[[836 481]] , [[836 483]]
[[321 491]] , [[321 495]]
[[232 488]] , [[230 490]]
[[241 487]] , [[241 491]]
[[ 81 470]] , [[ 81 475]]
[[176 459]] , [[175 460]]
[[831 486]] , [[830 487]]
[[794 489]] , [[793 490]]
[[792 490]] , [[792 494]]
[[150 459]] , [[150 461]]
[[474 453]] , [[474 457]]
[[117 462]] , [[117 466]]
[[321 491]] , [[320 492]]
[[243 489]] , [[243 493]]
[[243 489]] , [[243 493]]
[[373 493]] , [[373 497]]
[[349 492]] , [[349 496]]
[[797 490]] , [[797 494]]
[[595 460]] , [[595 464]]
[[ 59 360]] , [[ 59 364]]
[[ 97 359]] , [[ 97 363]]
[[188 459]] , [[186 461]]
[[803 489]] , [[803 493]]
[[322 492]] , [[322 496]]
[[688 460]] , [[688 464]]
[[693 485]] , [[693 488]]
[[607 460]] , [[607 464]]
[[ 19 359]] , [[ 19 363]]
[[ 92 461]] , [[ 92 465]]
[[151 487]] , [[151 491]]
[[661 490]] , [[660 491]]
[[288 490]] , [[288 494]]
[[661 490]] , [[660 491]]
[[364 839]] , [[364 843]]
[[276 841]] , [[276 845]]
[[387 908]] , [[388 907]]
[[752 850]] , [[752 854]]
[[723 849]] , [[723 851]]
[[791 836]] , [[791 840]]
[[742 847]] , [[742 851]]
[[782 845]] , [[782 849]]
[[390 947]] , [[391 946]]
[[800 844]] , [[800 848]]
[[751 845]] , [[751 846]]
[[655 852]] , [[655 857]]
[[296 845]] , [[297 844]]
[[669 794]] , [[669 801]]
[[430 718]] , [[430 722]]
[[477 733]] , [[476 734]]
[[364 693]] , [[364 697]]
[[789 699]] , [[789 703]]
[[300 573]] , [[300 577]]
[[437 701]] , [[437 705]]
[[365 710]] , [[365 714]]
[[830 694]] , [[830 695]]
[[734 631]] , [[734 636]]
[[427 571]] , [[424 574]]
[[212 571]] , [[212 575]]
[[386 732]] , [[386 737]]
[[376 680]] , [[376 685]]
[[677 670]] , [[677 679]]
[[752 648]] , [[752 653]]
[[526 714]] , [[526 719]]
[[765 670]] , [[765 677]]
[[413 727]] , [[413 731]]
[[252 554]] , [[252 558]]
[[343 571]] , [[341 573]]
[[ 79 467]] , [[ 79 472]]
[[788 648]] , [[788 653]]
[[559 621]] , [[559 625]]
[[574 702]] , [[574 709]]
[[632 732]] , [[632 737]]
[[692 716]] , [[692 721]]
[[477 710]] , [[477 718]]
[[674 729]] , [[673 730]]
[[399 717]] , [[398 718]]
[[477 712]] , [[477 718]]
[[501 690]] , [[501 694]]
[[477 716]] , [[477 717]]
[[817 693]] , [[815 695]]
[[473 686]] , [[473 690]]
[[169 679]] , [[169 683]]
[[534 684]] , [[534 689]]
[[726 639]] , [[726 643]]
[[881 643]] , [[881 647]]
[[750 652]] , [[750 657]]
[[757 701]] , [[757 705]]
[[851 667]] , [[850 668]]
[[616 684]] , [[616 685]]
[[494 702]] , [[494 703]]
[[789 698]] , [[789 703]]
[[518 684]] , [[518 689]]
[[413 700]] , [[413 705]]
[[798 686]] , [[798 693]]
[[792 707]] , [[792 709]]
[[543 669]] , [[542 670]]
[[817 693]] , [[815 695]]
[[502 682]] , [[501 683]]
[[683 700]] , [[683 705]]
[[598 669]] , [[598 673]]
[[815 693]] , [[816 692]]
[[808 684]] , [[808 685]]
[[646 699]] , [[646 703]]
[[509 694]] , [[509 698]]
[[507 694]] , [[507 698]]
[[651 714]] , [[651 719]]
[[733 717]] , [[733 721]]
[[808 692]] , [[807 693]]
[[816 690]] , [[816 691]]
[[365 684]] , [[365 688]]
[[758 724]] , [[758 729]]
[[518 716]] , [[518 725]]
[[489 714]] , [[489 718]]
[[579 704]] , [[579 714]]
[[489 714]] , [[489 718]]
[[618 693]] , [[618 697]]
[[639 729]] , [[638 730]]
[[614 749]] , [[614 753]]
[[668 748]] , [[668 757]]
[[482 765]] , [[482 769]]
[[572 750]] , [[572 755]]
[[760 752]] , [[760 757]]
[[541 733]] , [[541 737]]
[[562 750]] , [[562 755]]
[[606 749]] , [[606 753]]
[[454 726]] , [[454 730]]
[[504 728]] , [[504 732]]
[[380 729]] , [[380 733]]
[[455 715]] , [[454 716]]
[[447 678]] , [[447 681]]
[[670 700]] , [[670 705]]
[[461 716]] , [[461 720]]
[[782 703]] , [[782 707]]
[[442 713]] , [[442 716]]
[[666 718]] , [[666 723]]
[[414 717]] , [[414 721]]
[[472 729]] , [[472 730]]
[[526 714]] , [[526 715]]
[[568 734]] , [[568 738]]
[[745 730]] , [[745 734]]
[[472 729]] , [[472 730]]
[[431 715]] , [[430 716]]
[[672 730]] , [[671 731]]
[[580 736]] , [[580 740]]
[[734 726]] , [[734 730]]
[[516 718]] , [[516 722]]
[[472 729]] , [[472 730]]
[[438 728]] , [[438 731]]
[[696 741]] , [[696 745]]
[[453 718]] , [[453 722]]
[[712 717]] , [[712 721]]
[[417 715]] , [[416 716]]
[[740 734]] , [[740 743]]
[[531 719]] , [[532 718]]
[[440 718]] , [[440 722]]
[[471 718]] , [[470 719]]
[[449 733]] , [[448 734]]
[[662 717]] , [[662 721]]
[[378 718]] , [[378 728]]
[[490 732]] , [[490 737]]
[[481 749]] , [[481 753]]
[[673 741]] , [[673 745]]
[[511 733]] , [[510 734]]
[[399 732]] , [[399 735]]
[[491 733]] , [[490 734]]
[[485 710]] , [[485 714]]
[[668 711]] , [[668 715]]
[[478 717]] , [[478 721]]
[[530 716]] , [[530 717]]
[[458 717]] , [[459 716]]
[[378 727]] , [[378 731]]
[[642 722]] , [[642 729]]
[[488 739]] , [[489 738]]
[[802 710]] , [[803 709]]
[[668 748]] , [[668 760]]
[[390 725]] , [[390 729]]
[[711 740]] , [[711 745]]
[[580 738]] , [[579 739]]
[[652 754]] , [[652 757]]
[[484 734]] , [[484 747]]
[[507 749]] , [[506 750]]
[[562 743]] , [[562 747]]
[[757 736]] , [[757 741]]
[[582 750]] , [[582 754]]
[[757 736]] , [[757 741]]
[[429 757]] , [[429 761]]
[[521 747]] , [[520 748]]
[[546 747]] , [[546 751]]
[[492 742]] , [[492 749]]
[[537 751]] , [[537 752]]
[[411 718]] , [[411 722]]
[[503 742]] , [[503 746]]
[[431 739]] , [[431 743]]
[[465 717]] , [[464 718]]
[[638 732]] , [[638 737]]
[[494 742]] , [[494 746]]
[[755 733]] , [[755 737]]
[[788 657]] , [[788 660]]
[[806 686]] , [[806 690]]
[[462 492]] , [[462 496]]
[[910 624]] , [[910 627]]
[[353 573]] , [[350 576]]
[[798 723]] , [[798 727]]
[[799 702]] , [[799 706]]
[[550 669]] , [[550 673]]
[[914 620]] , [[913 621]]
[[590 702]] , [[588 704]]
[[592 701]] , [[591 702]]
[[797 661]] , [[797 665]]
[[805 661]] , [[805 662]]
[[773 686]] , [[773 690]]
[[828 642]] , [[828 646]]
[[494 669]] , [[493 670]]
[[560 668]] , [[560 673]]
[[798 701]] , [[797 702]]
[[513 576]] , [[513 580]]
[[828 652]] , [[828 653]]
[[257 574]] , [[257 578]]
[[541 667]] , [[541 671]]
[[695 575]] , [[694 576]]
[[638 688]] , [[637 689]]
[[633 575]] , [[632 576]]
[[574 730]] , [[574 740]]
[[558 709]] , [[558 713]]
[[718 735]] , [[718 739]]
[[798 702]] , [[798 706]]
[[677 715]] , [[677 719]]
[[816 702]] , [[816 711]]
[[829 664]] , [[829 666]]
[[822 664]] , [[822 669]]
[[834 670]] , [[834 677]]
[[405 576]] , [[405 580]]
[[850 668]] , [[850 673]]
[[582 577]] , [[582 581]]
[[672 635]] , [[672 637]]
[[826 652]] , [[826 656]]
[[672 635]] , [[672 637]]
[[528 577]] , [[528 581]]
[[408 577]] , [[408 581]]
[[273 573]] , [[273 574]]
[[362 576]] , [[360 578]]
[[195 559]] , [[195 563]]
[[515 496]] , [[515 500]]
[[284 493]] , [[284 497]]
[[399 496]] , [[399 500]]
[[200 492]] , [[200 496]]
[[417 496]] , [[417 500]]
[[383 496]] , [[383 500]]
[[711 491]] , [[710 492]]
[[155 360]] , [[155 364]]
[[271 492]] , [[271 496]]
[[168 464]] , [[168 468]]
[[255 558]] , [[255 562]]
[[191 574]] , [[191 578]]
[[191 557]] , [[190 558]]
[[579 575]] , [[579 579]]
[[223 576]] , [[223 580]]
[[679 556]] , [[679 560]]
[[601 577]] , [[600 578]]
[[549 556]] , [[549 560]]
[[674 685]] , [[674 689]]
[[203 574]] , [[203 578]]
[[262 577]] , [[262 581]]
[[634 576]] , [[632 578]]
[[797 652]] , [[797 656]]
[[701 639]] , [[699 641]]
[[197 574]] , [[197 578]]
[[403 496]] , [[403 500]]
[[267 573]] , [[264 576]]
[[410 579]] , [[410 583]]
[[234 557]] , [[234 561]]
[[332 555]] , [[332 559]]
[[224 557]] , [[224 561]]
[[224 557]] , [[224 561]]
[[301 555]] , [[298 558]]
[[523 542]] , [[523 546]]
[[557 576]] , [[557 580]]
[[403 496]] , [[403 500]]
[[721 358]] , [[721 362]]
[[721 358]] , [[721 362]]
[[197 557]] , [[196 558]]
[[197 557]] , [[196 558]]
[[225 557]] , [[225 561]]
[[1039  122]] , [[1039  126]]
[[205 489]] , [[205 493]]
[[793 487]] , [[793 491]]
[[128 466]] , [[128 470]]
[[712 489]] , [[712 493]]
[[599 669]] , [[598 670]]
[[183 574]] , [[183 578]]
[[736 630]] , [[736 634]]
[[304 575]] , [[304 579]]
[[557 578]] , [[557 582]]
[[302 557]] , [[302 561]]
[[506 495]] , [[506 499]]
[[379 577]] , [[379 581]]
[[582 634]] , [[581 635]]
[[574 693]] , [[574 697]]
[[669 710]] , [[669 714]]
[[541 710]] , [[541 719]]
[[575 619]] , [[574 620]]
[[336 578]] , [[336 582]]
[[638 688]] , [[638 697]]
[[723 575]] , [[723 579]]
[[622 668]] , [[622 673]]
[[669 578]] , [[669 582]]
[[606 677]] , [[606 681]]
[[329 580]] , [[329 584]]
[[582 701]] , [[582 705]]
[[663 580]] , [[663 584]]
[[558 659]] , [[558 663]]
[[766 636]] , [[765 637]]
[[962 584]] , [[961 585]]
[[475 581]] , [[474 582]]
[[467 683]] , [[466 684]]
[[556 674]] , [[556 686]]
[[590 709]] , [[590 713]]
[[481 657]] , [[481 661]]
[[454 684]] , [[454 689]]
[[361 577]] , [[358 580]]
[[648 608]] , [[648 613]]
[[592 573]] , [[592 577]]
[[773 631]] , [[773 635]]
[[288 481]] , [[288 485]]
[[441 562]] , [[441 566]]
[[548 579]] , [[548 583]]
[[798 590]] , [[798 597]]
[[559 605]] , [[557 607]]
[[550 654]] , [[549 655]]
[[838 673]] , [[838 677]]
[[224 670]] , [[224 674]]
[[604 621]] , [[604 625]]
[[517 629]] , [[516 630]]
[[599 667]] , [[598 668]]
[[494 686]] , [[494 695]]
[[478 636]] , [[477 637]]
[[570 608]] , [[569 609]]
[[375 566]] , [[375 570]]
[[678 701]] , [[678 705]]
[[385 565]] , [[382 568]]
[[559 614]] , [[559 616]]
[[450 567]] , [[450 571]]
[[661 653]] , [[661 657]]
[[485 566]] , [[485 570]]
[[284 566]] , [[284 570]]
[[440 648]] , [[440 655]]
[[647 563]] , [[647 565]]
[[272 564]] , [[270 566]]
[[612 580]] , [[612 585]]
[[573 563]] , [[573 567]]
[[606 566]] , [[606 570]]
[[624 567]] , [[624 571]]
[[642 627]] , [[641 628]]
[[295 545]] , [[295 549]]
[[692 624]] , [[692 628]]
[[900 626]] , [[900 630]]
[[451 566]] , [[451 570]]
[[211 545]] , [[210 546]]
[[651 698]] , [[651 706]]
[[251 686]] , [[251 690]]
[[564 668]] , [[564 673]]
[[762 624]] , [[762 628]]
[[735 621]] , [[735 625]]
[[655 566]] , [[655 570]]
[[492 648]] , [[492 653]]
[[668 564]] , [[666 566]]
[[400 565]] , [[400 569]]
[[229 565]] , [[229 569]]
[[389 566]] , [[389 570]]
[[499 565]] , [[499 566]]
[[753 546]] , [[753 550]]
[[275 543]] , [[273 545]]
[[232 565]] , [[232 569]]
[[179 480]] , [[179 484]]
[[206 546]] , [[205 547]]
[[179 451]] , [[179 455]]
[[496 485]] , [[496 489]]
[[264 485]] , [[264 489]]
[[127 481]] , [[127 485]]
[[ 85 469]] , [[ 85 476]]
[[396 487]] , [[396 491]]
[[145 486]] , [[145 490]]
[[239 569]] , [[236 572]]
[[781 485]] , [[780 486]]
[[772 550]] , [[772 554]]
[[302 488]] , [[302 492]]
[[280 549]] , [[280 553]]
[[479 488]] , [[479 492]]
[[108 485]] , [[108 489]]
[[781 485]] , [[780 486]]
[[108 485]] , [[108 489]]
[[318 488]] , [[318 492]]
[[185 485]] , [[184 486]]
[[208 483]] , [[208 484]]
[[129 486]] , [[129 490]]
[[127 458]] , [[127 462]]
[[249 485]] , [[249 489]]
[[209 483]] , [[209 487]]
[[209 483]] , [[209 487]]
[[279 485]] , [[279 489]]
[[781 485]] , [[780 486]]
[[552 489]] , [[552 493]]
[[401 547]] , [[401 551]]
[[483 550]] , [[483 554]]
[[271 549]] , [[268 552]]
[[320 487]] , [[320 491]]
[[407 547]] , [[406 548]]
[[339 547]] , [[338 548]]
[[377 570]] , [[377 574]]
[[701 487]] , [[700 488]]
[[268 552]] , [[268 556]]
[[217 551]] , [[216 552]]
[[639 487]] , [[639 491]]
[[757 485]] , [[756 486]]
[[427 490]] , [[427 494]]
[[686 488]] , [[685 489]]
[[201 362]] , [[201 366]]
[[559 500]] , [[559 504]]
[[755 500]] , [[755 504]]
[[946 127]] , [[946 131]]
[[ 63 367]] , [[ 63 371]]
[[946 127]] , [[946 131]]
[[445 559]] , [[445 563]]
[[  0 132]] , [[  0 136]]
[[129 463]] , [[128 464]]
[[253 491]] , [[253 492]]
[[111 487]] , [[109 489]]
[[176 489]] , [[176 493]]
[[195 485]] , [[192 488]]
[[875 119]] , [[874 120]]
[[698 489]] , [[698 493]]
[[172 459]] , [[172 463]]
[[360 492]] , [[360 496]]
[[110 485]] , [[110 489]]
[[203 488]] , [[203 492]]
[[ 85 459]] , [[ 84 460]]
[[662 554]] , [[662 558]]
[[332 552]] , [[332 556]]
[[560 575]] , [[560 579]]
[[667 571]] , [[667 572]]
[[607 574]] , [[607 578]]
[[331 551]] , [[330 552]]
[[379 571]] , [[379 575]]
[[198 488]] , [[198 492]]
[[268 489]] , [[268 493]]
[[184 488]] , [[184 492]]
[[656 554]] , [[656 558]]
[[336 553]] , [[336 557]]
[[237 574]] , [[237 578]]
[[369 494]] , [[369 498]]
[[615 576]] , [[615 580]]
[[350 556]] , [[350 560]]
[[350 556]] , [[350 560]]
[[219 574]] , [[219 578]]
[[549 627]] , [[549 631]]
[[132 487]] , [[132 491]]
[[375 573]] , [[375 577]]
[[201 555]] , [[200 556]]
[[307 574]] , [[307 578]]
[[264 556]] , [[264 560]]
[[455 574]] , [[455 578]]
[[277 556]] , [[277 560]]
[[447 492]] , [[447 496]]
[[369 551]] , [[369 555]]
[[186 489]] , [[186 493]]
[[194 573]] , [[194 577]]
[[384 575]] , [[384 579]]
[[187 463]] , [[186 464]]
[[627 122]] , [[627 126]]
[[796 123]] , [[796 127]]
[[135 494]] , [[135 498]]
[[1007  124]] , [[1007  128]]
[[757 124]] , [[757 128]]
[[103 488]] , [[103 492]]
[[215 489]] , [[215 493]]
[[417 551]] , [[416 552]]
[[203 574]] , [[203 578]]
[[259 492]] , [[259 496]]
[[169 492]] , [[169 496]]
[[174 461]] , [[174 465]]
[[179 492]] , [[179 496]]
[[383 553]] , [[383 557]]
[[544 632]] , [[544 636]]
[[748 573]] , [[748 577]]
[[229 578]] , [[229 582]]
[[711 635]] , [[709 637]]
[[629 672]] , [[629 684]]
[[576 577]] , [[576 581]]
[[383 577]] , [[382 578]]
[[444 574]] , [[444 575]]
[[522 677]] , [[522 681]]
[[405 699]] , [[405 700]]
[[512 700]] , [[512 705]]
[[582 722]] , [[582 726]]
[[461 710]] , [[461 714]]
[[461 714]] , [[461 716]]
[[315 671]] , [[315 675]]
[[739 627]] , [[738 628]]
[[315 671]] , [[315 675]]
[[585 686]] , [[585 690]]
[[460 712]] , [[460 719]]
[[413 685]] , [[413 689]]
[[486 701]] , [[486 705]]
[[509 756]] , [[509 760]]
[[452 733]] , [[452 737]]
[[609 753]] , [[609 757]]
[[609 753]] , [[609 757]]
[[442 733]] , [[442 737]]
[[606 749]] , [[605 750]]
[[527 686]] , [[527 690]]
[[636 620]] , [[636 624]]
[[119 488]] , [[119 493]]
[[177 576]] , [[177 580]]
[[411 579]] , [[411 583]]
[[609 623]] , [[608 624]]
[[183 463]] , [[183 465]]
[[187 576]] , [[187 580]]
[[541 556]] , [[541 560]]
[[543 552]] , [[543 556]]
[[134 454]] , [[134 458]]
[[ 67 304]] , [[ 67 308]]
[[220 485]] , [[220 489]]
[[675 573]] , [[674 574]]
[[945 672]] , [[945 673]]
[[502 730]] , [[502 731]]
[[447 577]] , [[447 579]]
[[156 628]] , [[156 633]]
[[208 577]] , [[208 581]]
[[108 618]] , [[108 621]]
[[734 628]] , [[734 632]]
[[501 700]] , [[501 704]]
[[473 992]] , [[473 996]]
[[ 445 1009]] , [[ 445 1016]]
[[ 735 1013]] , [[ 735 1017]]
[[ 562 1012]] , [[ 562 1017]]
[[444 989]] , [[444 993]]
[[484 997]] , [[484 999]]
[[ 504 1006]] , [[ 504 1011]]
[[ 784 1006]] , [[ 784 1011]]
[[ 268 1007]] , [[ 268 1011]]
[[ 229 1012]] , [[ 229 1016]]
[[ 235 1007]] , [[ 235 1011]]
[[ 268 1007]] , [[ 268 1011]]
[[436 980]] , [[436 984]]
[[350 855]] , [[350 859]]
[[373 831]] , [[373 832]]
[[544 800]] , [[544 801]]
[[670 770]] , [[670 774]]
[[478 766]] , [[478 770]]
[[509 773]] , [[509 777]]
[[444 765]] , [[444 769]]
[[526 758]] , [[526 765]]
[[672 777]] , [[672 781]]
[[498 734]] , [[498 738]]
[[774 743]] , [[774 747]]
[[462 742]] , [[462 746]]
[[412 752]] , [[412 761]]
[[686 732]] , [[686 737]]
[[485 748]] , [[485 753]]
[[470 744]] , [[470 748]]
[[358 741]] , [[358 745]]
[[1070  734]] , [[1070  738]]
[[446 757]] , [[446 761]]
[[759 701]] , [[759 705]]
[[501 684]] , [[501 689]]
[[733 554]] , [[733 558]]
[[592 704]] , [[592 713]]
[[828 678]] , [[828 683]]
[[598 747]] , [[598 751]]
[[691 782]] , [[691 789]]
[[470 768]] , [[470 772]]
[[389 767]] , [[389 771]]
[[470 765]] , [[470 769]]
[[605 748]] , [[605 753]]
[[688 734]] , [[688 738]]
