[[1075   96]] , [[1075   98]]
[[1024  119]] , [[1023  120]]
[[969 121]] , [[969 125]]
[[646 118]] , [[646 122]]
[[114 358]] , [[114 362]]
[[907 304]] , [[907 308]]
[[914 351]] , [[914 352]]
[[382 354]] , [[382 358]]
[[754 120]] , [[754 124]]
[[ 67 305]] , [[ 67 309]]
[[716 354]] , [[716 358]]
[[885 119]] , [[885 123]]
[[ 84 303]] , [[ 84 307]]
[[ 84 303]] , [[ 84 307]]
[[816 119]] , [[815 120]]
[[887 119]] , [[887 123]]
[[757 119]] , [[757 123]]
[[382 453]] , [[381 454]]
[[855 119]] , [[854 120]]
[[ 81 357]] , [[ 80 358]]
[[875 119]] , [[874 120]]
[[284 358]] , [[284 362]]
[[802 120]] , [[802 124]]
[[739 119]] , [[739 123]]
[[132 355]] , [[132 359]]
[[ 87 475]] , [[ 87 479]]
[[876 119]] , [[875 120]]
[[113 357]] , [[113 361]]
[[194 455]] , [[192 457]]
[[198 360]] , [[198 364]]
[[245 455]] , [[245 459]]
[[194 455]] , [[192 457]]
[[182 356]] , [[182 360]]
[[350 453]] , [[349 454]]
[[1023  119]] , [[1022  120]]
[[297 455]] , [[297 459]]
[[1064  111]] , [[1064  113]]
[[368 455]] , [[368 459]]
[[244 455]] , [[244 459]]
[[488 451]] , [[488 455]]
[[ 68 305]] , [[ 68 309]]
[[471 453]] , [[471 457]]
[[ 56 360]] , [[ 56 364]]
[[100 459]] , [[ 99 460]]
[[  0 358]] , [[  0 362]]
[[214 355]] , [[214 359]]
[[ 95 305]] , [[ 95 309]]
[[164 360]] , [[164 364]]
[[869 123]] , [[868 124]]
[[743 121]] , [[743 125]]
[[927 121]] , [[927 125]]
[[  0 124]] , [[  0 128]]
[[1058  117]] , [[1058  118]]
[[962 115]] , [[962 119]]
[[969 121]] , [[969 125]]
[[1029  120]] , [[1029  124]]
[[1077   96]] , [[1077   97]]
[[943 121]] , [[943 125]]
[[861 121]] , [[860 122]]
[[809 121]] , [[809 125]]
[[1058  118]] , [[1057  119]]
[[861 121]] , [[860 122]]
[[191 457]] , [[188 460]]
[[172 556]] , [[172 560]]
[[219 488]] , [[219 492]]
[[1007  118]] , [[1007  122]]
[[769 551]] , [[769 555]]
[[672 604]] , [[671 605]]
[[789 632]] , [[789 636]]
[[719 595]] , [[718 596]]
[[703 629]] , [[703 633]]
[[813 671]] , [[813 675]]
[[781 716]] , [[781 720]]
[[709 631]] , [[708 632]]
[[270 572]] , [[268 574]]
[[750 630]] , [[750 631]]
[[215 572]] , [[215 576]]
[[589 570]] , [[589 574]]
[[315 488]] , [[315 492]]
[[913 615]] , [[911 617]]
[[495 573]] , [[494 574]]
[[564 572]] , [[562 574]]
[[375 549]] , [[374 550]]
[[458 488]] , [[456 490]]
[[301 488]] , [[301 492]]
[[272 572]] , [[272 576]]
[[421 553]] , [[421 557]]
[[181 570]] , [[181 574]]
[[491 552]] , [[491 556]]
[[790 654]] , [[790 655]]
[[252 554]] , [[252 558]]
[[849 671]] , [[848 672]]
[[607 485]] , [[607 487]]
[[285 488]] , [[285 492]]
[[924 119]] , [[924 123]]
[[750 569]] , [[750 573]]
[[554 548]] , [[554 549]]
[[565 622]] , [[565 626]]
[[583 572]] , [[583 576]]
[[616 668]] , [[615 669]]
[[847 653]] , [[846 654]]
[[844 672]] , [[844 677]]
[[753 631]] , [[753 635]]
[[627 621]] , [[626 622]]
[[501 576]] , [[501 580]]
[[726 639]] , [[726 643]]
[[511 573]] , [[508 576]]
[[419 573]] , [[416 576]]
[[208 573]] , [[208 577]]
[[652 574]] , [[651 575]]
[[687 554]] , [[687 558]]
[[215 555]] , [[214 556]]
[[231 555]] , [[231 559]]
[[571 654]] , [[571 658]]
[[333 573]] , [[332 574]]
[[545 637]] , [[544 638]]
[[491 667]] , [[491 671]]
[[766 639]] , [[766 643]]
[[493 647]] , [[493 652]]
[[862 660]] , [[862 664]]
[[750 650]] , [[749 651]]
[[549 672]] , [[549 676]]
[[269 553]] , [[269 557]]
[[564 661]] , [[564 665]]
[[465 574]] , [[465 578]]
[[782 662]] , [[782 666]]
[[462 572]] , [[462 576]]
[[556 650]] , [[556 655]]
[[491 575]] , [[490 576]]
[[574 656]] , [[574 660]]
[[749 654]] , [[749 658]]
[[750 661]] , [[750 665]]
[[475 682]] , [[475 686]]
[[781 684]] , [[781 689]]
[[552 626]] , [[552 633]]
[[815 653]] , [[814 654]]
[[731 574]] , [[731 578]]
[[765 670]] , [[765 674]]
[[573 678]] , [[573 682]]
[[508 664]] , [[508 667]]
[[840 660]] , [[840 664]]
[[404 655]] , [[404 659]]
[[543 623]] , [[541 625]]
[[571 684]] , [[571 689]]
[[612 693]] , [[612 697]]
[[477 686]] , [[477 690]]
[[472 701]] , [[472 705]]
[[461 701]] , [[461 705]]
[[792 706]] , [[792 711]]
[[542 686]] , [[542 690]]
[[574 701]] , [[574 705]]
[[574 701]] , [[573 702]]
[[822 670]] , [[822 675]]
[[598 688]] , [[597 689]]
[[824 669]] , [[823 670]]
[[461 663]] , [[461 667]]
[[174 573]] , [[174 577]]
[[591 578]] , [[591 582]]
[[668 578]] , [[668 582]]
[[623 649]] , [[621 651]]
[[704 632]] , [[703 633]]
[[726 655]] , [[726 662]]
[[726 655]] , [[726 662]]
[[518 676]] , [[518 680]]
[[790 669]] , [[790 673]]
[[654 698]] , [[653 699]]
[[789 689]] , [[789 696]]
[[674 696]] , [[674 701]]
[[789 676]] , [[789 689]]
[[372 701]] , [[372 705]]
[[442 709]] , [[442 718]]
[[362 696]] , [[362 700]]
[[492 672]] , [[492 679]]
[[647 697]] , [[647 701]]
[[781 686]] , [[781 698]]
[[471 701]] , [[470 702]]
[[517 676]] , [[517 680]]
[[657 676]] , [[657 678]]
[[340 672]] , [[339 673]]
[[472 702]] , [[472 705]]
[[488 655]] , [[488 659]]
[[623 663]] , [[621 665]]
[[703 631]] , [[703 632]]
[[787 686]] , [[787 690]]
[[544 632]] , [[544 634]]
[[807 651]] , [[806 652]]
[[656 683]] , [[656 691]]
[[342 717]] , [[342 721]]
[[781 709]] , [[781 713]]
[[662 693]] , [[662 697]]
[[652 676]] , [[652 681]]
[[367 685]] , [[365 687]]
[[630 636]] , [[630 641]]
[[556 652]] , [[556 657]]
[[469 654]] , [[469 658]]
[[696 634]] , [[696 638]]
[[632 636]] , [[632 641]]
[[784 658]] , [[784 662]]
[[556 652]] , [[556 657]]
[[805 686]] , [[805 691]]
[[533 599]] , [[532 600]]
[[668 711]] , [[668 715]]
[[816 684]] , [[816 689]]
[[452 712]] , [[452 716]]
[[670 701]] , [[669 702]]
[[530 716]] , [[529 717]]
[[784 688]] , [[784 689]]
[[395 711]] , [[394 712]]
[[462 702]] , [[462 706]]
[[668 694]] , [[668 697]]
[[464 702]] , [[464 706]]
[[612 680]] , [[612 689]]
[[802 684]] , [[802 689]]
[[812 683]] , [[812 687]]
[[357 676]] , [[357 680]]
[[600 674]] , [[600 681]]
[[574 680]] , [[573 681]]
[[404 666]] , [[404 673]]
[[804 684]] , [[804 689]]
[[621 686]] , [[621 690]]
[[838 662]] , [[838 671]]
[[500 678]] , [[500 682]]
[[500 685]] , [[500 689]]
[[527 685]] , [[525 687]]
[[252 554]] , [[250 556]]
[[297 573]] , [[297 577]]
[[ 48 359]] , [[ 48 363]]
[[572 491]] , [[572 495]]
[[217 487]] , [[217 491]]
[[348 574]] , [[346 576]]
[[366 574]] , [[364 576]]
[[303 573]] , [[303 577]]
[[561 491]] , [[560 492]]
[[759 631]] , [[759 635]]
[[300 576]] , [[300 580]]
[[353 551]] , [[353 555]]
[[448 493]] , [[448 497]]
[[361 576]] , [[361 580]]
[[362 492]] , [[362 496]]
[[249 555]] , [[248 556]]
[[721 556]] , [[721 560]]
[[361 576]] , [[361 580]]
[[753 490]] , [[753 494]]
[[619 492]] , [[619 496]]
[[682 490]] , [[682 494]]
[[721 556]] , [[721 560]]
[[288 491]] , [[288 495]]
[[373 575]] , [[372 576]]
[[293 491]] , [[292 492]]
[[490 656]] , [[490 660]]
[[603 651]] , [[602 652]]
[[380 682]] , [[380 687]]
[[443 576]] , [[443 580]]
[[788 639]] , [[788 643]]
[[671 637]] , [[670 638]]
[[221 556]] , [[221 560]]
[[212 556]] , [[211 557]]
[[211 555]] , [[209 557]]
[[260 490]] , [[259 491]]
[[654 556]] , [[654 560]]
[[399 494]] , [[399 498]]
[[289 555]] , [[286 558]]
[[615 556]] , [[615 560]]
[[664 556]] , [[664 560]]
[[503 556]] , [[503 560]]
[[479 494]] , [[479 498]]
[[217 489]] , [[217 493]]
[[748 490]] , [[746 492]]
[[165 360]] , [[165 364]]
[[ 63 362]] , [[ 63 366]]
[[ 71 307]] , [[ 70 308]]
[[ 95 361]] , [[ 94 362]]
[[912 122]] , [[910 124]]
[[968 121]] , [[968 125]]
[[882 121]] , [[882 125]]
[[345 360]] , [[345 364]]
[[253 457]] , [[253 461]]
[[ 62 361]] , [[ 62 365]]
[[798 487]] , [[798 491]]
[[244 491]] , [[244 495]]
[[ 64 361]] , [[ 64 365]]
[[292 492]] , [[292 496]]
[[345 360]] , [[345 364]]
[[775 556]] , [[775 560]]
[[127 487]] , [[127 491]]
[[158 464]] , [[158 468]]
[[119 461]] , [[119 465]]
[[526 556]] , [[526 560]]
[[409 496]] , [[409 500]]
[[341 360]] , [[341 364]]
[[360 360]] , [[360 364]]
[[361 494]] , [[361 498]]
[[142 360]] , [[141 361]]
[[350 360]] , [[350 364]]
[[130 361]] , [[130 365]]
[[118 360]] , [[117 361]]
[[  0 312]] , [[  0 318]]
[[970 123]] , [[970 127]]
[[248 489]] , [[248 491]]
[[100 310]] , [[100 314]]
[[915 122]] , [[915 126]]
[[721 358]] , [[721 362]]
[[162 361]] , [[162 365]]
[[1061  119]] , [[1061  123]]
[[462 494]] , [[462 498]]
[[195 462]] , [[195 466]]
[[701 491]] , [[700 492]]
[[713 489]] , [[713 493]]
[[659 493]] , [[658 494]]
[[886 123]] , [[886 127]]
[[976 120]] , [[975 121]]
[[100 489]] , [[100 493]]
[[303 555]] , [[303 559]]
[[703 556]] , [[703 560]]
[[306 575]] , [[306 579]]
[[199 557]] , [[197 559]]
[[100 489]] , [[100 493]]
[[174 489]] , [[174 493]]
[[418 575]] , [[418 579]]
[[ 50 312]] , [[ 50 316]]
[[735 575]] , [[735 579]]
[[129 491]] , [[129 495]]
[[431 560]] , [[431 564]]
[[ 91 467]] , [[ 91 471]]
[[399 581]] , [[398 582]]
[[158 468]] , [[158 472]]
[[433 560]] , [[433 564]]
[[391 500]] , [[391 504]]
[[603 497]] , [[603 501]]
[[158 468]] , [[158 472]]
[[313 579]] , [[313 583]]
[[277 577]] , [[277 581]]
[[571 625]] , [[571 629]]
[[607 560]] , [[607 564]]
[[398 580]] , [[396 582]]
[[127 461]] , [[127 465]]
[[162 487]] , [[162 491]]
[[221 485]] , [[219 487]]
[[241 549]] , [[241 553]]
[[198 476]] , [[198 480]]
[[326 478]] , [[326 482]]
[[308 478]] , [[308 482]]
[[290 477]] , [[290 481]]
[[241 562]] , [[241 566]]
[[641 562]] , [[641 566]]
[[572 565]] , [[572 569]]
[[317 543]] , [[316 544]]
[[169 547]] , [[169 551]]
[[671 563]] , [[671 567]]
[[271 566]] , [[271 570]]
[[414 484]] , [[414 488]]
[[682 477]] , [[682 481]]
[[238 477]] , [[238 481]]
[[400 565]] , [[400 569]]
[[201 477]] , [[201 481]]
[[692 481]] , [[692 485]]
[[259 482]] , [[259 486]]
[[476 563]] , [[476 567]]
[[266 481]] , [[266 485]]
[[201 477]] , [[201 481]]
[[488 546]] , [[488 550]]
[[ 45 351]] , [[ 44 352]]
[[711 452]] , [[711 456]]
[[223 479]] , [[220 482]]
[[177 449]] , [[176 450]]
[[221 479]] , [[221 480]]
[[223 479]] , [[220 482]]
[[499 484]] , [[499 488]]
[[381 348]] , [[381 352]]
[[499 484]] , [[499 488]]
[[499 484]] , [[499 488]]
[[795 477]] , [[795 481]]
[[ 92 350]] , [[ 92 354]]
[[612 580]] , [[612 585]]
[[229 566]] , [[229 570]]
[[372 563]] , [[372 567]]
[[275 543]] , [[274 544]]
[[325 543]] , [[324 544]]
[[575 484]] , [[575 488]]
[[189 547]] , [[189 551]]
[[106 477]] , [[106 481]]
[[242 481]] , [[242 485]]
[[193 477]] , [[191 479]]
[[677 482]] , [[677 486]]
[[739 481]] , [[738 482]]
[[142 454]] , [[142 458]]
[[1049  113]] , [[1049  117]]
[[111 451]] , [[110 452]]
[[ 96 351]] , [[ 96 355]]
[[  0 116]] , [[  0 120]]
[[1065  105]] , [[1065  106]]
[[703 116]] , [[703 120]]
[[974 115]] , [[974 119]]
[[173 485]] , [[172 486]]
[[728 115]] , [[728 119]]
[[133 455]] , [[133 459]]
[[  0 120]] , [[  0 124]]
[[ 85 472]] , [[ 85 476]]
[[141 354]] , [[141 358]]
[[989 117]] , [[988 118]]
[[1062  112]] , [[1062  114]]
[[1007  116]] , [[1007  120]]
[[1062  112]] , [[1062  114]]
[[576 111]] , [[576 115]]
[[591 111]] , [[591 115]]
[[872 117]] , [[872 121]]
[[1062  113]] , [[1062  114]]
[[968 117]] , [[968 121]]
[[  0 120]] , [[  0 124]]
[[618 111]] , [[618 115]]
[[  0 120]] , [[  0 124]]
[[991 117]] , [[991 121]]
[[163 458]] , [[163 462]]
[[ 64 355]] , [[ 64 359]]
[[339 451]] , [[339 455]]
[[745 116]] , [[745 120]]
[[ 16 355]] , [[ 16 359]]
[[632 113]] , [[632 117]]
[[ 94 364]] , [[ 94 368]]
[[1065  119]] , [[1065  122]]
[[936 131]] , [[936 135]]
[[1067  109]] , [[1067  113]]
[[ 76 358]] , [[ 76 362]]
[[1070  106]] , [[1068  108]]
[[129 457]] , [[128 458]]
[[751 351]] , [[751 355]]
[[309 492]] , [[309 496]]
[[122 462]] , [[122 466]]
[[112 488]] , [[112 492]]
[[957 120]] , [[957 124]]
[[179 457]] , [[178 458]]
[[931 118]] , [[931 122]]
[[145 357]] , [[144 358]]
[[777 120]] , [[777 124]]
[[687 460]] , [[687 464]]
[[931 120]] , [[931 124]]
[[ 96 485]] , [[ 96 489]]
[[1057  121]] , [[1057  125]]
[[ 19 358]] , [[ 19 362]]
[[122 462]] , [[122 466]]
[[432 551]] , [[432 555]]
[[143 358]] , [[143 362]]
[[929 120]] , [[929 124]]
[[307 358]] , [[307 362]]
[[101 358]] , [[101 362]]
[[107 459]] , [[106 460]]
[[ 75 358]] , [[ 75 362]]
[[852 121]] , [[852 125]]
[[1068  108]] , [[1067  109]]
[[988 115]] , [[988 119]]
[[1046  123]] , [[1046  127]]
[[ 57 362]] , [[ 57 366]]
[[664 119]] , [[664 123]]
[[ 94 462]] , [[ 94 466]]
[[235 492]] , [[235 496]]
[[959 121]] , [[959 122]]
[[189 459]] , [[188 460]]
[[285 555]] , [[285 556]]
[[687 575]] , [[686 576]]
[[264 492]] , [[264 496]]
[[769 487]] , [[769 491]]
[[980 122]] , [[980 126]]
[[203 574]] , [[203 578]]
[[238 576]] , [[236 578]]
[[922 614]] , [[922 615]]
[[702 638]] , [[702 642]]
[[666 575]] , [[666 579]]
[[654 574]] , [[654 578]]
[[201 555]] , [[200 556]]
[[216 487]] , [[216 491]]
[[187 572]] , [[187 576]]
[[447 573]] , [[447 577]]
[[508 575]] , [[508 579]]
[[359 574]] , [[358 575]]
[[269 574]] , [[269 578]]
[[394 662]] , [[394 666]]
[[605 661]] , [[604 662]]
[[471 669]] , [[470 670]]
[[427 655]] , [[427 659]]
[[653 574]] , [[653 578]]
[[214 614]] , [[214 619]]
[[207 555]] , [[207 559]]
[[237 490]] , [[237 494]]
[[861 124]] , [[861 128]]
[[ 55 364]] , [[ 55 368]]
[[ 88 466]] , [[ 88 470]]
[[657 120]] , [[657 124]]
[[844 119]] , [[844 123]]
[[ 76 464]] , [[ 75 465]]
[[176 575]] , [[176 579]]
[[850 123]] , [[850 127]]
[[103 465]] , [[103 469]]
[[956 123]] , [[956 127]]
[[ 88 461]] , [[ 88 465]]
[[175 485]] , [[175 489]]
[[315 547]] , [[315 551]]
[[394 921]] , [[394 924]]
[[180 951]] , [[180 955]]
[[626 980]] , [[626 989]]
[[828 982]] , [[828 986]]
[[672 910]] , [[672 914]]
[[626 922]] , [[626 926]]
[[449 962]] , [[449 966]]
[[187 957]] , [[187 961]]
[[830 958]] , [[830 963]]
[[398 980]] , [[398 984]]
[[628 964]] , [[628 977]]
[[188 966]] , [[188 970]]
[[180 906]] , [[180 914]]
[[787 836]] , [[787 840]]
[[477 726]] , [[477 730]]
[[415 734]] , [[415 738]]
[[765 685]] , [[765 689]]
[[782 712]] , [[782 716]]
[[358 686]] , [[358 690]]
[[462 712]] , [[462 721]]
[[390 718]] , [[390 727]]
[[830 694]] , [[830 695]]
[[582 573]] , [[582 577]]
[[549 573]] , [[549 577]]
[[556 573]] , [[556 577]]
[[462 662]] , [[462 666]]
[[523 573]] , [[523 577]]
[[471 669]] , [[471 673]]
[[798 654]] , [[798 663]]
[[834 696]] , [[834 701]]
[[830 680]] , [[830 685]]
[[692 718]] , [[692 725]]
[[444 573]] , [[444 577]]
[[253 571]] , [[253 575]]
[[176 458]] , [[176 462]]
[[502 575]] , [[502 579]]
[[748 570]] , [[747 571]]
[[545 647]] , [[545 651]]
[[654 749]] , [[654 753]]
[[428 727]] , [[428 731]]
[[412 725]] , [[412 729]]
[[477 719]] , [[477 723]]
[[709 702]] , [[709 706]]
[[620 677]] , [[620 681]]
[[621 668]] , [[621 677]]
[[574 702]] , [[574 711]]
[[590 688]] , [[590 692]]
[[828 660]] , [[828 667]]
[[916 616]] , [[916 617]]
[[473 686]] , [[473 690]]
[[629 575]] , [[629 579]]
[[778 637]] , [[778 641]]
[[649 574]] , [[649 578]]
[[570 686]] , [[570 690]]
[[649 574]] , [[649 578]]
[[765 672]] , [[765 676]]
[[522 690]] , [[522 693]]
[[494 707]] , [[494 716]]
[[629 684]] , [[629 688]]
[[629 684]] , [[629 688]]
[[510 684]] , [[510 689]]
[[476 714]] , [[476 718]]
[[522 690]] , [[522 693]]
[[797 696]] , [[797 700]]
[[808 684]] , [[808 689]]
[[664 685]] , [[664 689]]
[[598 654]] , [[598 658]]
[[629 693]] , [[629 697]]
[[784 698]] , [[784 703]]
[[796 700]] , [[796 705]]
[[372 701]] , [[372 705]]
[[786 696]] , [[786 697]]
[[590 710]] , [[590 714]]
[[577 750]] , [[577 754]]
[[531 699]] , [[531 703]]
[[636 714]] , [[636 721]]
[[596 696]] , [[596 705]]
[[589 717]] , [[589 721]]
[[770 738]] , [[770 743]]
[[802 716]] , [[802 721]]
[[828 680]] , [[828 685]]
[[492 694]] , [[492 697]]
[[832 662]] , [[832 663]]
[[572 710]] , [[572 714]]
[[614 734]] , [[614 738]]
[[638 728]] , [[638 729]]
[[660 764]] , [[660 773]]
[[494 765]] , [[493 766]]
[[672 765]] , [[672 769]]
[[450 728]] , [[450 732]]
[[665 748]] , [[664 749]]
[[629 733]] , [[629 737]]
[[494 716]] , [[494 721]]
[[629 733]] , [[629 737]]
[[573 704]] , [[573 708]]
[[494 702]] , [[494 706]]
[[813 701]] , [[813 705]]
[[670 700]] , [[670 705]]
[[454 716]] , [[454 720]]
[[852 668]] , [[852 672]]
[[782 696]] , [[782 700]]
[[567 680]] , [[567 689]]
[[353 698]] , [[353 702]]
[[376 726]] , [[376 731]]
[[454 712]] , [[454 719]]
[[502 724]] , [[502 729]]
[[776 710]] , [[776 717]]
[[509 702]] , [[509 706]]
[[668 709]] , [[668 713]]
[[378 724]] , [[378 728]]
[[486 734]] , [[486 738]]
[[658 726]] , [[658 727]]
[[397 718]] , [[397 722]]
[[378 714]] , [[378 718]]
[[453 719]] , [[453 726]]
[[642 722]] , [[642 729]]
[[776 710]] , [[776 717]]
[[788 702]] , [[788 706]]
[[350 698]] , [[350 702]]
[[788 709]] , [[788 713]]
[[294 700]] , [[294 705]]
[[682 696]] , [[682 703]]
[[638 697]] , [[638 701]]
[[378 718]] , [[378 729]]
[[326 677]] , [[326 681]]
[[688 703]] , [[688 707]]
[[530 716]] , [[530 717]]
[[527 742]] , [[527 746]]
[[429 742]] , [[429 746]]
[[408 748]] , [[408 753]]
[[490 734]] , [[490 737]]
[[740 734]] , [[740 743]]
[[668 711]] , [[668 715]]
[[805 702]] , [[805 706]]
[[394 712]] , [[394 717]]
[[805 684]] , [[805 689]]
[[788 709]] , [[788 713]]
[[788 709]] , [[788 713]]
[[438 700]] , [[438 701]]
[[382 712]] , [[382 716]]
[[614 676]] , [[614 680]]
[[482 732]] , [[482 737]]
[[429 718]] , [[429 722]]
[[412 741]] , [[412 745]]
[[452 734]] , [[452 743]]
[[594 742]] , [[594 747]]
[[668 724]] , [[668 728]]
[[660 728]] , [[660 731]]
[[670 726]] , [[670 729]]
[[445 718]] , [[445 722]]
[[555 734]] , [[555 741]]
[[572 742]] , [[571 743]]
[[440 732]] , [[439 733]]
[[450 734]] , [[450 738]]
[[541 726]] , [[541 730]]
[[510 717]] , [[510 721]]
[[464 718]] , [[464 723]]
[[510 702]] , [[510 706]]
[[534 733]] , [[534 737]]
[[437 720]] , [[437 724]]
[[444 710]] , [[444 714]]
[[806 701]] , [[806 705]]
[[416 720]] , [[416 724]]
[[466 739]] , [[467 738]]
[[288 554]] , [[287 555]]
[[270 574]] , [[269 575]]
[[752 489]] , [[752 493]]
[[351 575]] , [[351 579]]
[[534 575]] , [[534 579]]
[[685 711]] , [[685 714]]
[[799 702]] , [[799 706]]
[[782 680]] , [[782 689]]
[[567 575]] , [[567 579]]
[[621 652]] , [[621 657]]
[[674 575]] , [[674 579]]
[[274 575]] , [[274 579]]
[[549 573]] , [[549 577]]
[[828 642]] , [[828 646]]
[[389 575]] , [[389 579]]
[[924 610]] , [[924 611]]
[[924 610]] , [[924 611]]
[[844 676]] , [[844 681]]
[[637 573]] , [[637 577]]
[[828 652]] , [[828 654]]
[[846 654]] , [[846 658]]
[[846 654]] , [[846 658]]
[[198 575]] , [[198 579]]
[[560 653]] , [[560 657]]
[[319 575]] , [[319 576]]
[[472 734]] , [[472 735]]
[[654 708]] , [[654 721]]
[[816 702]] , [[816 711]]
[[638 694]] , [[638 698]]
[[676 689]] , [[676 691]]
[[565 670]] , [[565 674]]
[[914 620]] , [[914 624]]
[[692 642]] , [[692 643]]
[[437 662]] , [[437 666]]
[[654 556]] , [[654 560]]
[[437 662]] , [[437 666]]
[[582 577]] , [[582 581]]
[[567 632]] , [[567 636]]
[[323 575]] , [[323 579]]
[[401 577]] , [[401 581]]
[[637 630]] , [[637 634]]
[[376 577]] , [[376 581]]
[[306 575]] , [[306 579]]
[[345 575]] , [[343 577]]
[[331 575]] , [[331 579]]
[[167 464]] , [[167 468]]
[[694 493]] , [[694 497]]
[[437 495]] , [[437 499]]
[[ 80 471]] , [[ 80 475]]
[[666 491]] , [[666 495]]
[[298 556]] , [[296 558]]
[[508 497]] , [[508 501]]
[[728 487]] , [[728 491]]
[[217 489]] , [[217 490]]
[[669 556]] , [[669 560]]
[[716 556]] , [[716 560]]
[[161 464]] , [[161 468]]
[[161 464]] , [[161 468]]
[[810 487]] , [[810 491]]
[[118 464]] , [[118 468]]
[[230 558]] , [[230 562]]
[[229 489]] , [[229 493]]
[[221 576]] , [[221 580]]
[[150 493]] , [[150 497]]
[[303 558]] , [[303 562]]
[[199 574]] , [[199 578]]
[[543 576]] , [[543 580]]
[[433 575]] , [[433 579]]
[[702 556]] , [[702 560]]
[[1022  121]] , [[1022  125]]
[[206 491]] , [[206 495]]
[[366 576]] , [[365 577]]
[[997 123]] , [[997 127]]
[[ 26 357]] , [[ 26 361]]
[[997 123]] , [[997 127]]
[[1025  123]] , [[1025  127]]
[[726 462]] , [[726 466]]
[[947 123]] , [[947 127]]
[[1061  117]] , [[1061  118]]
[[924 123]] , [[924 127]]
[[945 123]] , [[945 127]]
[[162 361]] , [[162 365]]
[[869 121]] , [[869 125]]
[[355 558]] , [[355 562]]
[[234 489]] , [[234 493]]
[[673 490]] , [[672 491]]
[[ 80 475]] , [[ 80 479]]
[[218 491]] , [[218 495]]
[[904 123]] , [[904 127]]
[[ 78 308]] , [[ 78 312]]
[[752 491]] , [[752 495]]
[[205 558]] , [[205 562]]
[[344 575]] , [[344 579]]
[[306 575]] , [[306 579]]
[[303 575]] , [[303 579]]
[[ 86 479]] , [[ 86 483]]
[[271 575]] , [[269 577]]
[[550 668]] , [[550 673]]
[[291 575]] , [[289 577]]
[[275 578]] , [[275 582]]
[[302 560]] , [[302 564]]
[[698 644]] , [[698 648]]
[[ 90 485]] , [[ 90 489]]
[[914 624]] , [[914 625]]
[[217 493]] , [[217 497]]
[[671 560]] , [[671 564]]
[[271 579]] , [[271 583]]
[[262 560]] , [[260 562]]
[[698 491]] , [[698 494]]
[[484 581]] , [[484 585]]
[[229 580]] , [[229 584]]
[[914 626]] , [[914 630]]
[[266 579]] , [[266 583]]
[[494 642]] , [[494 646]]
[[276 556]] , [[275 557]]
[[619 573]] , [[619 577]]
[[237 571]] , [[237 575]]
[[493 571]] , [[493 575]]
[[872 111]] , [[872 115]]
[[383 561]] , [[381 563]]
[[301 559]] , [[301 563]]
[[821 120]] , [[821 124]]
[[669 118]] , [[669 122]]
[[450 114]] , [[450 118]]
[[618 112]] , [[617 113]]
[[702 351]] , [[702 355]]
